plan_id,title,calories,tags,ingredients,instructions
235,chicken breast + oats + bell peppers & zucchini,330,"Low Carb, Mediterranean","chicken breast, oats, bell peppers, zucchini, olive oil, salt, pepper","Cook the chicken breast and oats separately. Sauté the bell peppers and zucchini. Combine all and season with olive oil, salt, and pepper."
236,tofu + whole wheat pasta + spinach & zucchini,358,"High Protein, Low Fat","tofu, whole wheat pasta, spinach, zucchini, olive oil, salt, pepper","Cook the tofu and whole wheat pasta separately. Sauté the spinach and zucchini. Combine all and season with olive oil, salt, and pepper."
237,salmon + barley + broccoli & cauliflower,513,"Plant-Based, High Protein","salmon, barley, broccoli, cauliflower, olive oil, salt, pepper","Cook the salmon and barley separately. Sauté the broccoli and cauliflower. Combine all and season with olive oil, salt, and pepper."
238,eggs + brown rice + broccoli & cauliflower,509,"Mediterranean, High Protein","eggs, brown rice, broccoli, cauliflower, olive oil, salt, pepper","Cook the eggs and brown rice separately. Sauté the broccoli and cauliflower. Combine all and season with olive oil, salt, and pepper."
239,turkey + sweet potato + cauliflower & spinach,409,"High Protein, Plant-Based","turkey, sweet potato, cauliflower, spinach, olive oil, salt, pepper","Cook the turkey and sweet potato separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
240,tofu + sweet potato + carrots & bell peppers,531,"High Protein, Mediterranean","tofu, sweet potato, carrots, bell peppers, olive oil, salt, pepper","Cook the tofu and sweet potato separately. Sauté the carrots and bell peppers. Combine all and season with olive oil, salt, and pepper."
241,chicken breast + whole wheat pasta + cauliflower & spinach,325,"Plant-Based, Mediterranean","chicken breast, whole wheat pasta, cauliflower, spinach, olive oil, salt, pepper","Cook the chicken breast and whole wheat pasta separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
242,salmon + whole wheat pasta + bell peppers & spinach,307,"Low Carb, Plant-Based","salmon, whole wheat pasta, bell peppers, spinach, olive oil, salt, pepper","Cook the salmon and whole wheat pasta separately. Sauté the bell peppers and spinach. Combine all and season with olive oil, salt, and pepper."
243,shrimp + oats + cauliflower & zucchini,305,"Low Carb, Plant-Based","shrimp, oats, cauliflower, zucchini, olive oil, salt, pepper","Cook the shrimp and oats separately. Sauté the cauliflower and zucchini. Combine all and season with olive oil, salt, and pepper."
244,tofu + sweet potato + spinach & zucchini,416,"Mediterranean, Low Fat","tofu, sweet potato, spinach, zucchini, olive oil, salt, pepper","Cook the tofu and sweet potato separately. Sauté the spinach and zucchini. Combine all and season with olive oil, salt, and pepper."
245,chicken breast + brown rice + spinach & bell peppers,528,"Mediterranean, Low Fat","chicken breast, brown rice, spinach, bell peppers, olive oil, salt, pepper","Cook the chicken breast and brown rice separately. Sauté the spinach and bell peppers. Combine all and season with olive oil, salt, and pepper."
246,turkey + oats + cauliflower & spinach,323,"Mediterranean, High Protein","turkey, oats, cauliflower, spinach, olive oil, salt, pepper","Cook the turkey and oats separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
247,shrimp + quinoa + broccoli & bell peppers,438,"Mediterranean, High Protein","shrimp, quinoa, broccoli, bell peppers, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the broccoli and bell peppers. Combine all and season with olive oil, salt, and pepper."
248,chicken breast + oats + zucchini & broccoli,310,"Plant-Based, Low Carb","chicken breast, oats, zucchini, broccoli, olive oil, salt, pepper","Cook the chicken breast and oats separately. Sauté the zucchini and broccoli. Combine all and season with olive oil, salt, and pepper."
249,chicken breast + barley + spinach & kale,379,"Low Carb, Mediterranean","chicken breast, barley, spinach, kale, olive oil, salt, pepper","Cook the chicken breast and barley separately. Sauté the spinach and kale. Combine all and season with olive oil, salt, and pepper."
250,salmon + sweet potato + kale & bell peppers,307,"Low Carb, Low Fat","salmon, sweet potato, kale, bell peppers, olive oil, salt, pepper","Cook the salmon and sweet potato separately. Sauté the kale and bell peppers. Combine all and season with olive oil, salt, and pepper."
251,chicken breast + quinoa + zucchini & carrots,302,"Mediterranean, Plant-Based","chicken breast, quinoa, zucchini, carrots, olive oil, salt, pepper","Cook the chicken breast and quinoa separately. Sauté the zucchini and carrots. Combine all and season with olive oil, salt, and pepper."
252,eggs + quinoa + bell peppers & carrots,338,"Plant-Based, Mediterranean","eggs, quinoa, bell peppers, carrots, olive oil, salt, pepper","Cook the eggs and quinoa separately. Sauté the bell peppers and carrots. Combine all and season with olive oil, salt, and pepper."
253,shrimp + whole wheat pasta + cauliflower & zucchini,509,"Mediterranean, Plant-Based","shrimp, whole wheat pasta, cauliflower, zucchini, olive oil, salt, pepper","Cook the shrimp and whole wheat pasta separately. Sauté the cauliflower and zucchini. Combine all and season with olive oil, salt, and pepper."
254,lentils + oats + broccoli & bell peppers,341,"Low Fat, Mediterranean","lentils, oats, broccoli, bell peppers, olive oil, salt, pepper","Cook the lentils and oats separately. Sauté the broccoli and bell peppers. Combine all and season with olive oil, salt, and pepper."
255,chicken breast + barley + carrots & cauliflower,522,"High Protein, Plant-Based","chicken breast, barley, carrots, cauliflower, olive oil, salt, pepper","Cook the chicken breast and barley separately. Sauté the carrots and cauliflower. Combine all and season with olive oil, salt, and pepper."
256,tofu + sweet potato + carrots & spinach,345,"Mediterranean, Plant-Based","tofu, sweet potato, carrots, spinach, olive oil, salt, pepper","Cook the tofu and sweet potato separately. Sauté the carrots and spinach. Combine all and season with olive oil, salt, and pepper."
257,lentils + barley + broccoli & bell peppers,455,"Low Fat, High Protein","lentils, barley, broccoli, bell peppers, olive oil, salt, pepper","Cook the lentils and barley separately. Sauté the broccoli and bell peppers. Combine all and season with olive oil, salt, and pepper."
258,chicken breast + oats + broccoli & spinach,530,"Mediterranean, Low Fat","chicken breast, oats, broccoli, spinach, olive oil, salt, pepper","Cook the chicken breast and oats separately. Sauté the broccoli and spinach. Combine all and season with olive oil, salt, and pepper."
259,salmon + whole wheat pasta + cauliflower & kale,435,"Low Fat, Mediterranean","salmon, whole wheat pasta, cauliflower, kale, olive oil, salt, pepper","Cook the salmon and whole wheat pasta separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
260,chicken breast + oats + zucchini & carrots,458,"Low Fat, High Protein","chicken breast, oats, zucchini, carrots, olive oil, salt, pepper","Cook the chicken breast and oats separately. Sauté the zucchini and carrots. Combine all and season with olive oil, salt, and pepper."
261,salmon + quinoa + zucchini & bell peppers,360,"Low Carb, High Protein","salmon, quinoa, zucchini, bell peppers, olive oil, salt, pepper","Cook the salmon and quinoa separately. Sauté the zucchini and bell peppers. Combine all and season with olive oil, salt, and pepper."
262,salmon + oats + spinach & bell peppers,514,"Plant-Based, Low Carb","salmon, oats, spinach, bell peppers, olive oil, salt, pepper","Cook the salmon and oats separately. Sauté the spinach and bell peppers. Combine all and season with olive oil, salt, and pepper."
263,chicken breast + sweet potato + spinach & carrots,531,"Mediterranean, Plant-Based","chicken breast, sweet potato, spinach, carrots, olive oil, salt, pepper","Cook the chicken breast and sweet potato separately. Sauté the spinach and carrots. Combine all and season with olive oil, salt, and pepper."
264,lentils + brown rice + cauliflower & kale,428,"Low Carb, Plant-Based","lentils, brown rice, cauliflower, kale, olive oil, salt, pepper","Cook the lentils and brown rice separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
265,chicken breast + sweet potato + kale & spinach,338,"Low Fat, Mediterranean","chicken breast, sweet potato, kale, spinach, olive oil, salt, pepper","Cook the chicken breast and sweet potato separately. Sauté the kale and spinach. Combine all and season with olive oil, salt, and pepper."
266,eggs + brown rice + bell peppers & cauliflower,367,"Low Carb, Mediterranean","eggs, brown rice, bell peppers, cauliflower, olive oil, salt, pepper","Cook the eggs and brown rice separately. Sauté the bell peppers and cauliflower. Combine all and season with olive oil, salt, and pepper."
267,lentils + oats + broccoli & zucchini,459,"Low Carb, Mediterranean","lentils, oats, broccoli, zucchini, olive oil, salt, pepper","Cook the lentils and oats separately. Sauté the broccoli and zucchini. Combine all and season with olive oil, salt, and pepper."
268,salmon + sweet potato + spinach & bell peppers,488,"Mediterranean, Low Carb","salmon, sweet potato, spinach, bell peppers, olive oil, salt, pepper","Cook the salmon and sweet potato separately. Sauté the spinach and bell peppers. Combine all and season with olive oil, salt, and pepper."
269,turkey + whole wheat pasta + broccoli & bell peppers,331,"Low Carb, Mediterranean","turkey, whole wheat pasta, broccoli, bell peppers, olive oil, salt, pepper","Cook the turkey and whole wheat pasta separately. Sauté the broccoli and bell peppers. Combine all and season with olive oil, salt, and pepper."
270,chicken breast + brown rice + broccoli & spinach,517,"Mediterranean, Plant-Based","chicken breast, brown rice, broccoli, spinach, olive oil, salt, pepper","Cook the chicken breast and brown rice separately. Sauté the broccoli and spinach. Combine all and season with olive oil, salt, and pepper."
271,chicken breast + brown rice + cauliflower & bell peppers,388,"Low Fat, High Protein","chicken breast, brown rice, cauliflower, bell peppers, olive oil, salt, pepper","Cook the chicken breast and brown rice separately. Sauté the cauliflower and bell peppers. Combine all and season with olive oil, salt, and pepper."
272,shrimp + sweet potato + spinach & bell peppers,375,"Low Carb, Low Fat","shrimp, sweet potato, spinach, bell peppers, olive oil, salt, pepper","Cook the shrimp and sweet potato separately. Sauté the spinach and bell peppers. Combine all and season with olive oil, salt, and pepper."
273,shrimp + whole wheat pasta + zucchini & carrots,474,"Low Carb, Plant-Based","shrimp, whole wheat pasta, zucchini, carrots, olive oil, salt, pepper","Cook the shrimp and whole wheat pasta separately. Sauté the zucchini and carrots. Combine all and season with olive oil, salt, and pepper."
274,tofu + whole wheat pasta + kale & broccoli,332,"Mediterranean, Plant-Based","tofu, whole wheat pasta, kale, broccoli, olive oil, salt, pepper","Cook the tofu and whole wheat pasta separately. Sauté the kale and broccoli. Combine all and season with olive oil, salt, and pepper."
275,tofu + barley + broccoli & kale,423,"High Protein, Mediterranean","tofu, barley, broccoli, kale, olive oil, salt, pepper","Cook the tofu and barley separately. Sauté the broccoli and kale. Combine all and season with olive oil, salt, and pepper."
276,shrimp + sweet potato + broccoli & spinach,496,"Low Fat, Plant-Based","shrimp, sweet potato, broccoli, spinach, olive oil, salt, pepper","Cook the shrimp and sweet potato separately. Sauté the broccoli and spinach. Combine all and season with olive oil, salt, and pepper."
277,chicken breast + whole wheat pasta + spinach & kale,513,"High Protein, Plant-Based","chicken breast, whole wheat pasta, spinach, kale, olive oil, salt, pepper","Cook the chicken breast and whole wheat pasta separately. Sauté the spinach and kale. Combine all and season with olive oil, salt, and pepper."
278,eggs + oats + spinach & broccoli,509,"Mediterranean, Plant-Based","eggs, oats, spinach, broccoli, olive oil, salt, pepper","Cook the eggs and oats separately. Sauté the spinach and broccoli. Combine all and season with olive oil, salt, and pepper."
279,turkey + sweet potato + bell peppers & spinach,524,"Mediterranean, Plant-Based","turkey, sweet potato, bell peppers, spinach, olive oil, salt, pepper","Cook the turkey and sweet potato separately. Sauté the bell peppers and spinach. Combine all and season with olive oil, salt, and pepper."
280,salmon + quinoa + zucchini & carrots,544,"Low Fat, Mediterranean","salmon, quinoa, zucchini, carrots, olive oil, salt, pepper","Cook the salmon and quinoa separately. Sauté the zucchini and carrots. Combine all and season with olive oil, salt, and pepper."
281,turkey + brown rice + spinach & cauliflower,503,"Mediterranean, Plant-Based","turkey, brown rice, spinach, cauliflower, olive oil, salt, pepper","Cook the turkey and brown rice separately. Sauté the spinach and cauliflower. Combine all and season with olive oil, salt, and pepper."
282,turkey + quinoa + cauliflower & kale,463,"High Protein, Low Fat","turkey, quinoa, cauliflower, kale, olive oil, salt, pepper","Cook the turkey and quinoa separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
283,turkey + whole wheat pasta + kale & broccoli,461,"High Protein, Low Fat","turkey, whole wheat pasta, kale, broccoli, olive oil, salt, pepper","Cook the turkey and whole wheat pasta separately. Sauté the kale and broccoli. Combine all and season with olive oil, salt, and pepper."
284,turkey + barley + bell peppers & cauliflower,520,"Mediterranean, Plant-Based","turkey, barley, bell peppers, cauliflower, olive oil, salt, pepper","Cook the turkey and barley separately. Sauté the bell peppers and cauliflower. Combine all and season with olive oil, salt, and pepper."
285,shrimp + barley + kale & carrots,344,"Low Carb, Low Fat","shrimp, barley, kale, carrots, olive oil, salt, pepper","Cook the shrimp and barley separately. Sauté the kale and carrots. Combine all and season with olive oil, salt, and pepper."
286,lentils + sweet potato + broccoli & zucchini,364,"Plant-Based, Mediterranean","lentils, sweet potato, broccoli, zucchini, olive oil, salt, pepper","Cook the lentils and sweet potato separately. Sauté the broccoli and zucchini. Combine all and season with olive oil, salt, and pepper."
287,shrimp + quinoa + zucchini & kale,378,"Low Fat, Mediterranean","shrimp, quinoa, zucchini, kale, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the zucchini and kale. Combine all and season with olive oil, salt, and pepper."
288,chicken breast + whole wheat pasta + broccoli & cauliflower,456,"Low Carb, Mediterranean","chicken breast, whole wheat pasta, broccoli, cauliflower, olive oil, salt, pepper","Cook the chicken breast and whole wheat pasta separately. Sauté the broccoli and cauliflower. Combine all and season with olive oil, salt, and pepper."
289,tofu + whole wheat pasta + broccoli & zucchini,379,"Mediterranean, High Protein","tofu, whole wheat pasta, broccoli, zucchini, olive oil, salt, pepper","Cook the tofu and whole wheat pasta separately. Sauté the broccoli and zucchini. Combine all and season with olive oil, salt, and pepper."
290,salmon + oats + cauliflower & spinach,329,"High Protein, Plant-Based","salmon, oats, cauliflower, spinach, olive oil, salt, pepper","Cook the salmon and oats separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
291,eggs + quinoa + zucchini & kale,304,"Low Carb, High Protein","eggs, quinoa, zucchini, kale, olive oil, salt, pepper","Cook the eggs and quinoa separately. Sauté the zucchini and kale. Combine all and season with olive oil, salt, and pepper."
292,salmon + whole wheat pasta + bell peppers & cauliflower,482,"Plant-Based, Low Carb","salmon, whole wheat pasta, bell peppers, cauliflower, olive oil, salt, pepper","Cook the salmon and whole wheat pasta separately. Sauté the bell peppers and cauliflower. Combine all and season with olive oil, salt, and pepper."
293,shrimp + barley + carrots & broccoli,316,"Mediterranean, Low Carb","shrimp, barley, carrots, broccoli, olive oil, salt, pepper","Cook the shrimp and barley separately. Sauté the carrots and broccoli. Combine all and season with olive oil, salt, and pepper."
294,salmon + oats + broccoli & zucchini,406,"Low Fat, Low Carb","salmon, oats, broccoli, zucchini, olive oil, salt, pepper","Cook the salmon and oats separately. Sauté the broccoli and zucchini. Combine all and season with olive oil, salt, and pepper."
295,salmon + brown rice + bell peppers & broccoli,465,"High Protein, Low Carb","salmon, brown rice, bell peppers, broccoli, olive oil, salt, pepper","Cook the salmon and brown rice separately. Sauté the bell peppers and broccoli. Combine all and season with olive oil, salt, and pepper."
296,tofu + sweet potato + broccoli & bell peppers,484,"Plant-Based, Low Fat","tofu, sweet potato, broccoli, bell peppers, olive oil, salt, pepper","Cook the tofu and sweet potato separately. Sauté the broccoli and bell peppers. Combine all and season with olive oil, salt, and pepper."
297,lentils + sweet potato + cauliflower & kale,357,"Plant-Based, Low Fat","lentils, sweet potato, cauliflower, kale, olive oil, salt, pepper","Cook the lentils and sweet potato separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
298,turkey + oats + zucchini & carrots,371,"Low Fat, Mediterranean","turkey, oats, zucchini, carrots, olive oil, salt, pepper","Cook the turkey and oats separately. Sauté the zucchini and carrots. Combine all and season with olive oil, salt, and pepper."
299,tofu + sweet potato + zucchini & spinach,321,"Low Fat, Mediterranean","tofu, sweet potato, zucchini, spinach, olive oil, salt, pepper","Cook the tofu and sweet potato separately. Sauté the zucchini and spinach. Combine all and season with olive oil, salt, and pepper."
300,lentils + oats + spinach & cauliflower,481,"Low Carb, High Protein","lentils, oats, spinach, cauliflower, olive oil, salt, pepper","Cook the lentils and oats separately. Sauté the spinach and cauliflower. Combine all and season with olive oil, salt, and pepper."
301,chicken breast + whole wheat pasta + bell peppers & broccoli,364,"Mediterranean, Plant-Based","chicken breast, whole wheat pasta, bell peppers, broccoli, olive oil, salt, pepper","Cook the chicken breast and whole wheat pasta separately. Sauté the bell peppers and broccoli. Combine all and season with olive oil, salt, and pepper."
302,lentils + whole wheat pasta + kale & zucchini,411,"Low Carb, Mediterranean","lentils, whole wheat pasta, kale, zucchini, olive oil, salt, pepper","Cook the lentils and whole wheat pasta separately. Sauté the kale and zucchini. Combine all and season with olive oil, salt, and pepper."
303,tofu + whole wheat pasta + zucchini & carrots,460,"Mediterranean, High Protein","tofu, whole wheat pasta, zucchini, carrots, olive oil, salt, pepper","Cook the tofu and whole wheat pasta separately. Sauté the zucchini and carrots. Combine all and season with olive oil, salt, and pepper."
304,salmon + sweet potato + spinach & broccoli,527,"Low Fat, Low Carb","salmon, sweet potato, spinach, broccoli, olive oil, salt, pepper","Cook the salmon and sweet potato separately. Sauté the spinach and broccoli. Combine all and season with olive oil, salt, and pepper."
305,turkey + barley + broccoli & spinach,358,"Low Carb, Plant-Based","turkey, barley, broccoli, spinach, olive oil, salt, pepper","Cook the turkey and barley separately. Sauté the broccoli and spinach. Combine all and season with olive oil, salt, and pepper."
306,shrimp + quinoa + carrots & kale,389,"Low Fat, High Protein","shrimp, quinoa, carrots, kale, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the carrots and kale. Combine all and season with olive oil, salt, and pepper."
307,salmon + oats + cauliflower & broccoli,524,"Mediterranean, Plant-Based","salmon, oats, cauliflower, broccoli, olive oil, salt, pepper","Cook the salmon and oats separately. Sauté the cauliflower and broccoli. Combine all and season with olive oil, salt, and pepper."
308,eggs + brown rice + cauliflower & kale,409,"Mediterranean, High Protein","eggs, brown rice, cauliflower, kale, olive oil, salt, pepper","Cook the eggs and brown rice separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
309,shrimp + brown rice + spinach & broccoli,469,"Low Carb, Mediterranean","shrimp, brown rice, spinach, broccoli, olive oil, salt, pepper","Cook the shrimp and brown rice separately. Sauté the spinach and broccoli. Combine all and season with olive oil, salt, and pepper."
310,chicken breast + barley + carrots & bell peppers,462,"Low Carb, Mediterranean","chicken breast, barley, carrots, bell peppers, olive oil, salt, pepper","Cook the chicken breast and barley separately. Sauté the carrots and bell peppers. Combine all and season with olive oil, salt, and pepper."
311,turkey + quinoa + carrots & bell peppers,346,"Plant-Based, Low Fat","turkey, quinoa, carrots, bell peppers, olive oil, salt, pepper","Cook the turkey and quinoa separately. Sauté the carrots and bell peppers. Combine all and season with olive oil, salt, and pepper."
312,chicken breast + barley + bell peppers & kale,344,"Low Fat, Plant-Based","chicken breast, barley, bell peppers, kale, olive oil, salt, pepper","Cook the chicken breast and barley separately. Sauté the bell peppers and kale. Combine all and season with olive oil, salt, and pepper."
313,chicken breast + oats + kale & cauliflower,449,"Mediterranean, Low Carb","chicken breast, oats, kale, cauliflower, olive oil, salt, pepper","Cook the chicken breast and oats separately. Sauté the kale and cauliflower. Combine all and season with olive oil, salt, and pepper."
314,salmon + whole wheat pasta + spinach & bell peppers,489,"Low Fat, Low Carb","salmon, whole wheat pasta, spinach, bell peppers, olive oil, salt, pepper","Cook the salmon and whole wheat pasta separately. Sauté the spinach and bell peppers. Combine all and season with olive oil, salt, and pepper."
315,salmon + quinoa + carrots & bell peppers,453,"Plant-Based, High Protein","salmon, quinoa, carrots, bell peppers, olive oil, salt, pepper","Cook the salmon and quinoa separately. Sauté the carrots and bell peppers. Combine all and season with olive oil, salt, and pepper."
316,tofu + quinoa + bell peppers & spinach,380,"Plant-Based, Low Fat","tofu, quinoa, bell peppers, spinach, olive oil, salt, pepper","Cook the tofu and quinoa separately. Sauté the bell peppers and spinach. Combine all and season with olive oil, salt, and pepper."
317,chicken breast + brown rice + cauliflower & spinach,449,"Plant-Based, Low Fat","chicken breast, brown rice, cauliflower, spinach, olive oil, salt, pepper","Cook the chicken breast and brown rice separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
318,lentils + oats + spinach & carrots,355,"Low Fat, Low Carb","lentils, oats, spinach, carrots, olive oil, salt, pepper","Cook the lentils and oats separately. Sauté the spinach and carrots. Combine all and season with olive oil, salt, and pepper."
319,shrimp + barley + cauliflower & broccoli,389,"Mediterranean, Low Carb","shrimp, barley, cauliflower, broccoli, olive oil, salt, pepper","Cook the shrimp and barley separately. Sauté the cauliflower and broccoli. Combine all and season with olive oil, salt, and pepper."
320,turkey + barley + broccoli & carrots,460,"Low Carb, Mediterranean","turkey, barley, broccoli, carrots, olive oil, salt, pepper","Cook the turkey and barley separately. Sauté the broccoli and carrots. Combine all and season with olive oil, salt, and pepper."
321,eggs + oats + spinach & broccoli,413,"High Protein, Plant-Based","eggs, oats, spinach, broccoli, olive oil, salt, pepper","Cook the eggs and oats separately. Sauté the spinach and broccoli. Combine all and season with olive oil, salt, and pepper."
322,tofu + oats + spinach & carrots,338,"Mediterranean, High Protein","tofu, oats, spinach, carrots, olive oil, salt, pepper","Cook the tofu and oats separately. Sauté the spinach and carrots. Combine all and season with olive oil, salt, and pepper."
323,turkey + whole wheat pasta + zucchini & bell peppers,338,"Plant-Based, Low Carb","turkey, whole wheat pasta, zucchini, bell peppers, olive oil, salt, pepper","Cook the turkey and whole wheat pasta separately. Sauté the zucchini and bell peppers. Combine all and season with olive oil, salt, and pepper."
324,salmon + sweet potato + carrots & bell peppers,367,"Low Carb, Mediterranean","salmon, sweet potato, carrots, bell peppers, olive oil, salt, pepper","Cook the salmon and sweet potato separately. Sauté the carrots and bell peppers. Combine all and season with olive oil, salt, and pepper."
325,shrimp + quinoa + carrots & zucchini,504,"High Protein, Mediterranean","shrimp, quinoa, carrots, zucchini, olive oil, salt, pepper","Cook the shrimp and quinoa separately. Sauté the carrots and zucchini. Combine all and season with olive oil, salt, and pepper."
326,salmon + brown rice + spinach & zucchini,392,"Plant-Based, High Protein","salmon, brown rice, spinach, zucchini, olive oil, salt, pepper","Cook the salmon and brown rice separately. Sauté the spinach and zucchini. Combine all and season with olive oil, salt, and pepper."
327,turkey + whole wheat pasta + broccoli & carrots,448,"High Protein, Low Fat","turkey, whole wheat pasta, broccoli, carrots, olive oil, salt, pepper","Cook the turkey and whole wheat pasta separately. Sauté the broccoli and carrots. Combine all and season with olive oil, salt, and pepper."
328,chicken breast + quinoa + cauliflower & kale,427,"Mediterranean, High Protein","chicken breast, quinoa, cauliflower, kale, olive oil, salt, pepper","Cook the chicken breast and quinoa separately. Sauté the cauliflower and kale. Combine all and season with olive oil, salt, and pepper."
329,lentils + quinoa + kale & broccoli,394,"High Protein, Plant-Based","lentils, quinoa, kale, broccoli, olive oil, salt, pepper","Cook the lentils and quinoa separately. Sauté the kale and broccoli. Combine all and season with olive oil, salt, and pepper."
330,tofu + barley + broccoli & carrots,447,"Low Fat, Low Carb","tofu, barley, broccoli, carrots, olive oil, salt, pepper","Cook the tofu and barley separately. Sauté the broccoli and carrots. Combine all and season with olive oil, salt, and pepper."
331,shrimp + oats + kale & broccoli,397,"High Protein, Plant-Based","shrimp, oats, kale, broccoli, olive oil, salt, pepper","Cook the shrimp and oats separately. Sauté the kale and broccoli. Combine all and season with olive oil, salt, and pepper."
332,shrimp + barley + zucchini & spinach,487,"High Protein, Mediterranean","shrimp, barley, zucchini, spinach, olive oil, salt, pepper","Cook the shrimp and barley separately. Sauté the zucchini and spinach. Combine all and season with olive oil, salt, and pepper."
333,turkey + quinoa + bell peppers & broccoli,442,"Low Fat, Plant-Based","turkey, quinoa, bell peppers, broccoli, olive oil, salt, pepper","Cook the turkey and quinoa separately. Sauté the bell peppers and broccoli. Combine all and season with olive oil, salt, and pepper."
334,turkey + sweet potato + bell peppers & zucchini,315,"Low Carb, High Protein","turkey, sweet potato, bell peppers, zucchini, olive oil, salt, pepper","Cook the turkey and sweet potato separately. Sauté the bell peppers and zucchini. Combine all and season with olive oil, salt, and pepper."
335,shrimp + oats + cauliflower & spinach,359,"High Protein, Plant-Based","shrimp, oats, cauliflower, spinach, olive oil, salt, pepper","Cook the shrimp and oats separately. Sauté the cauliflower and spinach. Combine all and season with olive oil, salt, and pepper."
336,tofu + barley + bell peppers & zucchini,504,"Low Carb, Low Fat","tofu, barley, bell peppers, zucchini, olive oil, salt, pepper","Cook the tofu and barley separately. Sauté the bell peppers and zucchini. Combine all and season with olive oil, salt, and pepper."
337,eggs + sweet potato + zucchini & spinach,357,"Low Carb, Mediterranean","eggs, sweet potato, zucchini, spinach, olive oil, salt, pepper","Cook the eggs and sweet potato separately. Sauté the zucchini and spinach. Combine all and season with olive oil, salt, and pepper."
338,tofu + whole wheat pasta + kale & broccoli,363,"Plant-Based, Low Fat","tofu, whole wheat pasta, kale, broccoli, olive oil, salt, pepper","Cook the tofu and whole wheat pasta separately. Sauté the kale and broccoli. Combine all and season with olive oil, salt, and pepper."
339,lentils + oats + broccoli & carrots,354,"Plant-Based, Low Carb","lentils, oats, broccoli, carrots, olive oil, salt, pepper","Cook the lentils and oats separately. Sauté the broccoli and carrots. Combine all and season with olive oil, salt, and pepper."
340,chicken breast + whole wheat pasta + carrots & broccoli,411,"Plant-Based, Mediterranean","chicken breast, whole wheat pasta, carrots, broccoli, olive oil, salt, pepper","Cook the chicken breast and whole wheat pasta separately. Sauté the carrots and broccoli. Combine all and season with olive oil, salt, and pepper."
341,salmon + brown rice + bell peppers & zucchini,479,"Low Carb, Plant-Based","salmon, brown rice, bell peppers, zucchini, olive oil, salt, pepper","Cook the salmon and brown rice separately. Sauté the bell peppers and zucchini. Combine all and season with olive oil, salt, and pepper."
342,lentils + whole wheat pasta + carrots & bell peppers,524,"High Protein, Low Carb","lentils, whole wheat pasta, carrots, bell peppers, olive oil, salt, pepper","Cook the lentils and whole wheat pasta separately. Sauté the carrots and bell peppers. Combine all and season with olive oil, salt, and pepper."
343,chicken breast + whole wheat pasta + cauliflower & zucchini,376,"Plant-Based, High Protein","chicken breast, whole wheat pasta, cauliflower, zucchini, olive oil, salt, pepper","Cook the chicken breast and whole wheat pasta separately. Sauté the cauliflower and zucchini. Combine all and season with olive oil, salt, and pepper."
344,shrimp + whole wheat pasta + carrots & kale,327,"Plant-Based, Mediterranean","shrimp, whole wheat pasta, carrots, kale, olive oil, salt, pepper","Cook the shrimp and whole wheat pasta separately. Sauté the carrots and kale. Combine all and season with olive oil, salt, and pepper."
345,turkey + whole wheat pasta + spinach & cauliflower,342,"Plant-Based, Low Carb","turkey, whole wheat pasta, spinach, cauliflower, olive oil, salt, pepper","Cook the turkey and whole wheat pasta separately. Sauté the spinach and cauliflower. Combine all and season with olive oil, salt, and pepper."
346,tofu + barley + cauliflower & zucchini,340,"Mediterranean, Plant-Based","tofu, barley, cauliflower, zucchini, olive oil, salt, pepper","Cook the tofu and barley separately. Sauté the cauliflower and zucchini. Combine all and season with olive oil, salt, and pepper."
347,turkey + brown rice + kale & zucchini,444,"High Protein, Plant-Based","turkey, brown rice, kale, zucchini, olive oil, salt, pepper","Cook the turkey and brown rice separately. Sauté the kale and zucchini. Combine all and season with olive oil, salt, and pepper."
348,salmon + brown rice + bell peppers & broccoli,545,"Low Carb, High Protein","salmon, brown rice, bell peppers, broccoli, olive oil, salt, pepper","Cook the salmon and brown rice separately. Sauté the bell peppers and broccoli. Combine all and season with olive oil, salt, and pepper."
349,lentils + sweet potato + zucchini & spinach,406,"Mediterranean, Low Carb","lentils, sweet potato, zucchini, spinach, olive oil, salt, pepper","Cook the lentils and sweet potato separately. Sauté the zucchini and spinach. Combine all and season with olive oil, salt, and pepper."
350,tofu + oats + kale & broccoli,369,"Mediterranean, Plant-Based","tofu, oats, kale, broccoli, olive oil, salt, pepper","Cook the tofu and oats separately. Sauté the kale and broccoli. Combine all and season with olive oil, salt, and pepper."
